Viloyat / Област / Region;Tuman / Район / District;Joyiashgan joyi / Место расположения / Location; Turi / Тип / A type;Kenglik / Широта / Latitude;Uzunlik / Долгота / Longitude;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ЯШНОБОД ТУМ. ОХАНГАРОН ЙЎЛИ-ШОХИМАРДОН КЎЧАЛАРИ КЕСИШМАСИ;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;МИРЗО УЛУҒБЕК ТУМАНИ ПАРКЕНТ КЎЧАСИ 9-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТОШКЕНТ.Ш, ЧИЛОНЗОР ТУМАНИ, ТХАЙ \"БАХМАЛ ГРОУП\" ТЕКСТИЛ ДЎКОНИ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ЧИЛОНЗОР ТУМАНИ, ТХАЙ-НАРИМОН ХОДЖИБАЕВ КЎЧАСИ 1 УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ШАЙХОНТОХУР ТУМ. НУРАФШОН КЎЧАСИ 16-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ЯШНОБОД ТУМАНИ ПАРКЕНТ КЎЧАСИ ШОШ КАФЕСИ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;M.УЛУҒБЕК ТУМАНИ,КХАЙ КЎЧАСИ, САЛАР КЎПРИГИГА ЕТМАСДАН;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ТОШКЕНТ.Ш,ЯШНОБОД ТУМАНИ,ОХАНГАРОН ЙЎЛИ-ШОХИМАРДОН КЎЧАЛАРИ КЕСИШМАСИ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ТОШКЕНТ.Ш,ШАЙХОНТОХУР ТУМАНИ,НУРАФШОН ХАМДА С.УМАРОВ КЎЧАЛАРИ 1-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;ТОШКЕНТ.Ш, ЮНУСОБОД ТУМАНИ,БОҒИШАМОЛ КЎЧАСИ, 159-УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ТОШКЕНТ.Ш,ШАЙХОНТОХУР ТУМАНИ,НУРАФШОН КЎЧАСИ, 16 УЙ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;СИРҒАЛИ ТУМАНИ;ТОШКЕНТ.Ш, СИРҒАЛИ ТУМАНИ, ТХАЙ ДУК\"СУВСОЗ\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;СИРҒАЛИ ТУМАНИ;ТОШКЕНТ.Ш, СИРҒАЛИ ТУМАНИ, ТХАЙ ДУК\"СУВСОЗ\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ЯШНОБОД ТУМАНИ \"2 АВТОБУС САРОЙИ\" ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ЧИЛОНЗОР ТУМАНИ, БУНЁДКОР ШОХ КЎЧАСИ 57Б УЙ \"FUBER SIDE-PLAST\"  МЧЖ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТОШКЕНТ.Ш, ЧИЛОНЗОР ТУМАНИ, БУНЁДКОР КЎЧАСИ,БИЗНЕС ЦЕНТР ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;ТОШКЕНТ Ш.,ТЕМУР МАЛИК КЎЧАСИ, ИМОРАТ СТРОЙ МАРКЕТ ҚАРШИСИДА;СТАЦИОНАР РАДАР;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;КҲАЙ - САҒБОН КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;КҲАЙ - ЛУТФИЙ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САМАРҚАНД ДАРВОЗА КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - ҚАТОРТОЛ КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ҚУЛОҚТЕПА КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - КАТТА ҚОЗИРОБОД КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САМАРҚАНД ДАРВОЗА КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;М.УЛУҒБЕК - ПАРКЕНТ КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ОХОНГАРОН ШОССЕ - БИРЛАШГАН КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - БЕРУНИЙ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;ТХАЙ-\"СТРОЙ ГОРОД\"М.Ч.Ж ДАН ЧИҚИШ (САХОВАД САВДО СЕРВИС) ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;КҲАЙ - САҒБОН КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ФУРҚАТ - И.КАРИМОВ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - АЛИШЕР НАВОИ КЎЧАЛАРИ КЕСИШМАСИ  #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ФУРҚАТ - И.КАРИМОВ КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;ТХАЙ-2 ДАРАЖАЛИ ЙЎЛ ЎРИКЗОР САВДО КОМПЛЕКСИ (АВТОТУРАРГОХ) ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - КАТТА ҚОЗИРОБОД КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТХАЙ-2 ДАРАЖАЛИ ЙЎЛ АБУ САХИЙ БОЗОРИ АВТОБУС БЕКАТИ ЁНИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;КҲАЙ - ЛУТФИЙ КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;ТХАЙ-2 ДАРАЖАЛИ ЙЎЛ ЎРИКЗОР САВДО КОМПЛЕКСИ БОЗОРИ ҚАРШИСИ ПИЁДАЛАР ЕР ОСТИ КИРИШ ЧИҚИШ ЖОЙИ ОЛДИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;М.УЛУҒБЕК - ПАРКЕНТ КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - ҚАТОРТОЛ КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;СИРҒАЛИ ТУМАНИ;МЕХРИГИЁ - ЯНГИ СЕРГИЛИ КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТХАЙ-2 ДАРАЖАЛИ ЙЎЛ АБУ САХИЙ БОЗОРИ МАИШИЙ ТЕХНИКА БОЗОРИ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;КҲАЙ - ЛУТФИЙ КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САМАРҚАНД ДАРВОЗА КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ТХАЙ-2 ДАРАЖАЛИ ЙЎЛ АБУ САХИЙ БОЗОРИ (ГИПЕРМАРКЕТ ҚАРШИСИ) ПИЁДАЛАР ЕР ОСТИ ЧИҚИШ КИРИШ ЖОЙИ ОЛДИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ҚУЛОҚТЕПА КЎЧАЛАРИ КЕСИШМАСИ #47;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;КҲАЙ - САҒБОН КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;БУЮК ИПАК ЙЎЛИ КЎЧАСИ 59 УЙ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ШАЙХОНТОХУР ТУМАНИ,БЕРУНИЙ КЎЧАСИ,ЭСКИ ЖУВА БОЗОРИ(ТЎН БОЗОРИ)ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ҚОРАТОШ - 1 ШАХАР ШИФОХОНА КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;МАХТУМҚУЛИ - ШАХРИСАБЗ КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;УЧТЕПА ТУМАНИ;Тошкент шаҳар, Учтепа тумани, ТХАЙ-Ер ости пиёдалар ўтиш йулаги, Карвон бозори қаршиси;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;Тошкент шаҳар, Чилонзор тумани, ТХАЙ, Абу-Сахий бозори, автобуслар бекати қаршиси;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - АЛИШЕР НАВОИ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ҚОРАТОШ - 1 ШАХАР ШИФОХОНА КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;МАХТУМҚУЛИ - ШАХРИСАБЗ КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - ФОЗИЛТЕПА КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;Тошкент шаҳар, Чилонзор тумани, Бунёдкор кўчаси, Чилонзор буюм бозори қаршиси;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - ЧИЛОНЗОР КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРОБОД ТУМАНИ;НУКУС - Т.ШЕВЧЕНКО КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;М.УЛУГБЕК - ПАРКЕНТ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;БОБУР - Ш.РУСТАВЕЛИ КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;КҲАЙ - САҒБОН КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ОХОНГАРОН ШОССЕ - БИРЛАШГАН КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - ҚАТОРТОЛ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ШАЙХОНТОХУР ТУМАНИ,САҚЧИМОН КЎЧАСИ,ЭСКИ ЖУВА БОЗОРИ(ХУНАРМАНДЛАР БОЗОРИ)ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ФУРҚАТ - И.КАРИМОВ КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;МАХТУМҚУЛИ - ШАХРИСАБЗ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ХУРШИДА КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - БЕРУНИЙ КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - ФОЗИЛТЕПА КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;Тошкент шаҳар, Чилонзор тумани, Бунёдкор кўчаси, Бунёдкор-ТХАЙ кўчалари кесишмаси кўприк олдида;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;БУЮК ИПАК ЙЎЛИ КЎЧАСИ 60 УЙ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ЧИЛОНЗОР ТУМАНИ,ТХАЙ КЎЧАСИ, ЧИННИ БОЗОРИ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - АЛИШЕР НАВОИ КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ХУРШИДА КЎЧАЛАРИ КЕСИШМАСИ #48;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ОЛМАЗОР ТУМАНИ;КҲАЙ - САҒБОН КЎЧАЛАРИ КЕСИШМАСИ #45;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;М.УЛУҒБЕК - ПАРКЕНТ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;БЕКТЕМИР ТУМАНИ;БЕКТЕМИР ЙЎЛИ КЎПРИК УСТИДА (ҚЎЙЛИҚ ДЕХҚОН БОЗОРИ АВТОТУРАРГОХ ҚАРШИСИДА);ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ЧИЛОНЗОР ТУМАНИ, БУНЁДКОР ШОХ КЎЧАСИ, ТХАЙ КЎЧАСИГА ҚЎШИЛИШ ЖОЙИ;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ХУРШИДА КЎЧАЛАРИ КЕСИШМАСИ #47;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;БЕКТЕМИР ТУМАНИ;ТХАЙ-ЧИРЧИҚ АВТОБЕКАТ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - ҚУЛОҚТЕПА КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;БОБУР - Ш.РУСТАВЕЛИ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;ШАЙХОНТОХУР ТУМАНИ, БЕРУНИЙ КЎЧАСИ \"АВТОПЛАЗА\" КЎП ҚАВАТЛИ АВТОМОБИЛЛАР ТЎХТАБ ТУРИШ ЖОЙИ ҚАРШИСИДА;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - БЕРУНИЙ КЎЧАЛАРИ КЕСИШМАСИ #46;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРОБОД ТУМАНИ;НУКУС - Т.ШЕВЧЕНКО КЎЧАЛАРИ КЕСИШМАСИ;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;СИРҒАЛИ ТУМАНИ;МЕХРИГИЁ - ЯНГИ СЕРГИЛИ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ОХОНГАРОН ШОССЕ - БИРЛАШГАН КЎЧАЛАРИ КЕСИШМАСИ#42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;МАХТУМҚУЛИ - ШАХРИСАБЗ КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - КАТТА ҚОЗИРОБОД КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САҚЧИМОН КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;КҲАЙ - ФОЗИЛТЕПА КЎЧАЛАРИ КЕСИШМАСИ #44;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЮНУСОБОД ТУМАНИ;АМИР ТЕМУР - АЛИШЕР НАВОИ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САҚЧИМОН КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯШНОБОД ТУМАНИ;ОХОНГАРОН ШОССЕ - БИРЛАШГАН КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;ФУРҚАТ - И.КАРИМОВ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЧИЛОНЗОР ТУМАНИ;КҲАЙ - ЧИЛОНЗОР КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ШАЙХОНТОХУР ТУМАНИ;БЕРУНИЙ - САҚЧИМОН КЎЧАЛАРИ КЕСИШМАСИ #43;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;БОБУР - Ш.РУСТАВЕЛИ КЎЧАЛАРИ КЕСИШМАСИ #42;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;ЯККАСАРОЙ ТУМАНИ;БОБУР - Ш.РУСТАВЕЛИ КЎЧАЛАРИ КЕСИШМАСИ #41;ПДД КАМЕРА;;;
Toshkent shahri / Город Ташкент / Tashkent city;МИРЗО УЛУҒБЕК ТУМАНИ;КҲАЙ - ОҚҚУРҒОН КЎЧАЛАРИ КЕСИШМАСИ #47;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ФАРҒОНА ШАҲРИ;ДОДХОХ-САЙИЛГОХ-ДЕХКОНЛАР КЎЧАЛАРИ КЕСИШМАСИ;СТАЦИОНАР РАДАР;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ФАРҒОНА ШАҲРИ;ДОДХОХ-САЙИЛГОХ-ДЕХКОНЛАР КЎЧАЛАРИ КЕСИШМАСИ;СТАЦИОНАР РАДАР;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ФАРҒОНА ШАҲРИ;ДОДХОХ-САЙИЛГОХ-ДЕХКОНЛАР КЎЧАЛАРИ КЕСИШМАСИ;СТАЦИОНАР РАДАР;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ЎЗБЕКИСТОН ТУМАНИ;;СТАЦИОНАР РАДАР;;;
Farg\'ona viloyati / Ферганская область / Fergana region;УЧКЎПРИК ТУМАНИ;ФАРҒОНА ВИЛОЯТИ,УЧКЎПРИК ТУМАНИ 4Р-112 ФАРҒОНА ҲАЛҚА ЙЎЛИНИНГ 289 КМ, КАТТА КЕНАГАС ҚИШЛОҒИ;СТАЦИОНАР РАДАР;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ОЛТИАРИҚ ТУМАНИ;ЎЗБЕКИСТОН КЎЧАСИ, MAKRO SUPERMARKET ҚАРШИСИДА;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ОЛТИАРИҚ ТУМАНИ;ЎЗБЕКИСТОН КЎЧАСИ, UZTELECOM БИНОСИ КАРШИСИДА.;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ФАРҒОНА ШАҲРИ;САЙИЛГОХ ВА ЮКСАЛИШ КЎЧАЛАРИ ЧОРРАХАСИДА.;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ҚЎҚОН ШАҲРИ;ФАРОБИЙ КЎЧАСИ, ФАРОБИЙ БОЗОРИ ҚАРШИСИДА.;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ТОШЛОҚ ТУМАНИ;ТОШЛОҚ ТУМАНИ АЛИШЕР НАВОИЙ КЎЧАСИ \'\'ДЕХҚОН БОЗОР\'\' ҚАРШИСИДА;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;ДАНГАРА ТУМАНИ;ТОШКЕНТ КЎЧАСИ, МАСТОНА УЛГУРЖИ САВДО МАРКАЗИ КАРШИСИДА.;ПДД КАМЕРА;;;
Farg\'ona viloyati / Ферганская область / Fergana region;МАРҒИЛОН ШАҲРИ;БУРХОНИДИН МАРҒИЛОНИЙ КЎЧАСИ, MAKRO SUPERMARKET ОЛДИДА;ПДД КАМЕРА;;;
